Position,Starting Grid,kaggle_driver_id,raceId,year,Team,Track,rain,sunny,quali_position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
13,20.0,852,1059,2021,AlphaTauri,France,0,1,20.0,0.0,0.0,,,
14,11.0,839,1059,2021,Alpine,France,0,1,11.0,1.0,0.0,92.139,91.736,
15,13.0,841,1059,2021,Alfa Romeo,France,0,1,13.0,1.0,0.0,92.722,91.813,
16,7.0,844,1059,2021,Ferrari,France,0,1,7.0,1.0,1.0,92.209,91.567,90.987
17,17.0,8,1059,2021,Alfa Romeo,France,0,1,17.0,0.0,0.0,93.354,,
18,16.0,849,1059,2021,Williams,France,0,1,16.0,0.0,0.0,93.062,,
19,15.0,854,1059,2021,Haas,France,0,1,15.0,0.0,0.0,92.942,,
20,18.0,853,1059,2021,Haas,France,0,1,18.0,0.0,0.0,93.554,,
1,1.0,830,1058,2021,Red Bull Racing,Styria,1,1,1.0,1.0,1.0,64.489,64.43299999999999,63.841
2,2.0,1,1058,2021,Mercedes,Styria,1,1,3.0,1.0,1.0,64.672,64.512,64.06700000000001
3,5.0,822,1058,2021,Mercedes,Styria,1,1,2.0,1.0,1.0,64.537,64.443,64.035
4,4.0,815,1058,2021,Red Bull Racing,Styria,1,1,5.0,1.0,1.0,64.638,64.197,64.168
5,3.0,846,1058,2021,McLaren,Styria,1,1,4.0,1.0,1.0,64.584,64.298,64.12
6,12.0,832,1058,2021,Ferrari,Styria,1,1,12.0,1.0,0.0,64.859,64.8,
7,7.0,844,1058,2021,Ferrari,Styria,1,1,7.0,1.0,1.0,64.745,64.646,64.472
8,9.0,840,1058,2021,Aston Martin,Styria,1,1,10.0,1.0,1.0,64.821,64.663,64.708
9,8.0,4,1058,2021,Alpine,Styria,1,1,9.0,1.0,1.0,64.971,64.582,64.574
10,11.0,852,1058,2021,AlphaTauri,Styria,1,1,8.0,1.0,1.0,64.608,64.631,64.514
11,18.0,8,1058,2021,Alfa Romeo,Styria,1,1,18.0,0.0,0.0,65.429,,
12,14.0,20,1058,2021,Aston Martin,Styria,1,1,14.0,1.0,0.0,65.051,64.875,
13,13.0,817,1058,2021,McLaren,Styria,1,1,13.0,1.0,0.0,65.142,64.80799999999999,
14,17.0,839,1058,2021,Alpine,Styria,1,1,17.0,0.0,0.0,65.217,,
15,15.0,841,1058,2021,Alfa Romeo,Styria,1,1,15.0,1.0,0.0,65.092,64.913,
16,19.0,854,1058,2021,Haas,Styria,1,1,19.0,0.0,0.0,66.041,,
17,16.0,849,1058,2021,Williams,Styria,1,1,16.0,0.0,0.0,65.175,,
18,20.0,853,1058,2021,Haas,Styria,1,1,20.0,0.0,0.0,66.19200000000001,,
21,10.0,847,1058,2021,Williams,Styria,1,1,11.0,1.0,0.0,65.033,64.671,
21,6.0,842,1058,2021,AlphaTauri,Styria,1,1,6.0,1.0,1.0,64.765,64.429,64.236
1,1.0,830,1060,2021,Red Bull Racing,Austria,0,1,1.0,1.0,1.0,64.249,63.927,63.72
2,5.0,822,1060,2021,Mercedes,Austria,0,1,5.0,1.0,1.0,64.563,64.376,64.049
3,2.0,846,1060,2021,McLaren,Austria,0,1,2.0,1.0,1.0,64.345,64.415,63.768
4,4.0,1,1060,2021,Mercedes,Austria,0,1,4.0,1.0,1.0,64.506,64.258,64.014
5,10.0,832,1060,2021,Ferrari,Austria,0,1,11.0,1.0,0.0,64.596,64.559,
6,3.0,815,1060,2021,Red Bull Racing,Austria,0,1,3.0,1.0,1.0,64.833,64.483,63.99
7,13.0,817,1060,2021,McLaren,Austria,0,1,13.0,1.0,0.0,64.977,64.719,
8,12.0,844,1060,2021,Ferrari,Austria,0,1,12.0,1.0,0.0,64.906,64.6,
9,6.0,842,1060,2021,AlphaTauri,Austria,0,1,6.0,1.0,1.0,64.841,64.412,64.107
10,14.0,4,1060,2021,Alpine,Austria,0,1,14.0,1.0,0.0,64.472,64.856,
11,8.0,847,1060,2021,Williams,Austria,0,1,9.0,1.0,1.0,64.907,64.553,64.591
12,7.0,852,1060,2021,AlphaTauri,Austria,0,1,7.0,1.0,1.0,64.967,64.518,64.273
13,9.0,840,1060,2021,Aston Martin,Austria,0,1,10.0,1.0,1.0,64.92699999999999,64.547,64.618
14,15.0,841,1060,2021,Alfa Romeo,Austria,0,1,15.0,1.0,0.0,64.782,65.083,
15,16.0,8,1060,2021,Alfa Romeo,Austria,0,1,16.0,0.0,0.0,65.009,,
16,18.0,849,1060,2021,Williams,Austria,0,1,18.0,0.0,0.0,65.195,,
17,11.0,20,1060,2021,Aston Martin,Austria,0,1,8.0,1.0,1.0,64.846,64.493,64.57
18,19.0,854,1060,2021,Haas,Austria,0,1,19.0,0.0,0.0,65.42699999999999,,
19,20.0,853,1060,2021,Haas,Austria,0,1,20.0,0.0,0.0,65.951,,
21,17.0,839,1060,2021,Alpine,Austria,0,1,17.0,0.0,0.0,65.051,,
1,2.0,1,1061,2021,Mercedes,Great Britain,0,1,1.0,1.0,1.0,86.786,86.023,86.134
2,4.0,844,1061,2021,Ferrari,Great Britain,0,1,4.0,1.0,1.0,87.051,86.919,86.828
3,3.0,822,1061,2021,Mercedes,Great Britain,0,1,3.0,1.0,1.0,87.487,86.764,86.328
4,5.0,846,1061,2021,McLaren,Great Britain,0,1,6.0,1.0,1.0,87.444,87.22,86.89699999999999
5,6.0,817,1061,2021,McLaren,Great Britain,0,1,7.0,1.0,1.0,87.32300000000001,87.125,86.899
6,10.0,832,1061,2021,Ferrari,Great Britain,0,1,9.0,1.0,1.0,87.337,86.848,87.007
7,7.0,4,1061,2021,Alpine,Great Britain,0,1,11.0,1.0,0.0,87.58,87.245,
8,14.0,840,1061,2021,Aston Martin,Great Britain,0,1,15.0,1.0,0.0,88.017,87.66499999999999,
9,9.0,839,1061,2021,Alpine,Great Britain,0,1,13.0,1.0,0.0,87.41499999999999,87.34,
10,,852,1061,2021,AlphaTauri,Great Britain,0,1,16.0,0.0,0.0,88.043,,
11,11.0,842,1061,2021,AlphaTauri,Great Britain,0,1,12.0,1.0,0.0,87.6,87.273,
12,12.0,847,1061,2021,Williams,Great Britain,0,1,8.0,1.0,1.0,87.67099999999999,87.08,86.971
13,15.0,841,1061,2021,Alfa Romeo,Great Britain,0,1,14.0,1.0,0.0,87.595,87.617,
14,17.0,849,1061,2021,Williams,Great Britain,0,1,18.0,0.0,0.0,88.254,,
15,13.0,8,1061,2021,Alfa Romeo,Great Britain,0,1,17.0,0.0,0.0,88.062,,
16,20.0,815,1061,2021,Red Bull Racing,Great Britain,0,1,5.0,1.0,1.0,87.121,87.07300000000001,86.844
17,19.0,853,1061,2021,Haas,Great Britain,0,1,20.0,0.0,0.0,89.051,,
18,18.0,854,1061,2021,Haas,Great Britain,0,1,19.0,0.0,0.0,88.738,,
21,8.0,20,1061,2021,Aston Martin,Great Britain,0,1,10.0,1.0,1.0,87.493,87.10300000000001,87.179
21,1.0,830,1061,2021,Red Bull Racing,Great Britain,0,1,2.0,1.0,1.0,86.751,86.315,86.209
1,8.0,839,1062,2021,Alpine,Hungary,1,1,8.0,1.0,1.0,77.367,76.76599999999999,76.65299999999999
21,10.0,20,1062,2021,Aston Martin,Hungary,1,1,10.0,1.0,1.0,77.105,76.794,76.75
2,1.0,1,1062,2021,Mercedes,Hungary,1,1,1.0,1.0,1.0,76.424,76.553,75.419
3,15.0,832,1062,2021,Ferrari,Hungary,1,1,15.0,0.0,0.0,76.649,,
4,9.0,4,1062,2021,Alpine,Hungary,1,1,9.0,1.0,1.0,77.123,76.541,76.715
5,5.0,842,1062,2021,AlphaTauri,Hungary,1,1,5.0,1.0,1.0,76.874,76.394,76.483
6,16.0,852,1062,2021,AlphaTauri,Hungary,1,1,16.0,0.0,0.0,77.919,,
7,18.0,849,1062,2021,Williams,Hungary,1,1,18.0,0.0,0.0,78.036,,
8,17.0,847,1062,2021,Williams,Hungary,1,1,17.0,0.0,0.0,77.944,,
9,3.0,830,1062,2021,Red Bull Racing,Hungary,1,1,3.0,1.0,1.0,76.214,75.65,75.84
10,13.0,8,1062,2021,Alfa Romeo,Hungary,1,1,13.0,1.0,0.0,77.553,77.564,
11,11.0,817,1062,2021,McLaren,Hungary,1,1,11.0,1.0,0.0,77.664,76.871,
12,20.0,854,1062,2021,Haas,Hungary,1,1,20.0,0.0,0.0,,,
13,14.0,841,1062,2021,Alfa Romeo,Hungary,1,1,14.0,1.0,0.0,77.776,77.583,
21,19.0,853,1062,2021,Haas,Hungary,1,1,19.0,0.0,0.0,78.922,,
21,6.0,846,1062,2021,McLaren,Hungary,1,1,6.0,1.0,1.0,77.081,76.385,76.489
21,2.0,822,1062,2021,Mercedes,Hungary,1,1,2.0,1.0,1.0,76.569,76.702,75.734
21,4.0,815,1062,2021,Red Bull Racing,Hungary,1,1,4.0,1.0,1.0,77.233,76.443,76.42099999999999
21,7.0,844,1062,2021,Ferrari,Hungary,1,1,7.0,1.0,1.0,77.084,76.574,76.496
21,12.0,840,1062,2021,Aston Martin,Hungary,1,1,12.0,1.0,0.0,77.038,76.893,
1,1.0,830,1063,2021,Red Bull Racing,Belgium,1,0,1.0,1.0,1.0,118.717,116.559,119.765
2,2.0,847,1063,2021,Williams,Belgium,1,0,2.0,1.0,1.0,119.864,116.95,120.086
3,3.0,1,1063,2021,Mercedes,Belgium,1,0,3.0,1.0,1.0,119.218,116.229,120.099
4,4.0,817,1063,2021,McLaren,Belgium,1,0,4.0,1.0,1.0,121.583,117.127,120.864
5,5.0,20,1063,2021,Aston Martin,Belgium,1,0,5.0,1.0,1.0,120.175,116.814,120.935
6,6.0,842,1063,2021,AlphaTauri,Belgium,1,0,6.0,1.0,1.0,120.387,116.44,121.164
7,8.0,839,1063,2021,Alpine,Belgium,1,0,9.0,1.0,1.0,121.824,117.354,123.513
8,9.0,844,1063,2021,Ferrari,Belgium,1,0,11.0,1.0,0.0,120.728,117.721,
9,10.0,849,1063,2021,Williams,Belgium,1,0,12.0,1.0,0.0,120.966,118.056,
10,11.0,832,1063,2021,Ferrari,Belgium,1,0,13.0,1.0,0.0,121.184,118.137,
11,12.0,4,1063,2021,Alpine,Belgium,1,0,14.0,1.0,0.0,121.653,118.205,
12,13.0,822,1063,2021,Mercedes,Belgium,1,0,8.0,1.0,1.0,119.87,116.295,122.502
13,14.0,841,1063,2021,Alfa Romeo,Belgium,1,0,16.0,0.0,0.0,122.306,,
14,15.0,846,1063,2021,McLaren,Belgium,1,0,10.0,1.0,0.0,118.301,116.025,
15,16.0,852,1063,2021,AlphaTauri,Belgium,1,0,17.0,0.0,0.0,122.413,,
16,17.0,854,1063,2021,Haas,Belgium,1,0,18.0,0.0,0.0,123.973,,
17,18.0,853,1063,2021,Haas,Belgium,1,0,20.0,0.0,0.0,124.939,,
18,20.0,8,1063,2021,Alfa Romeo,Belgium,1,0,19.0,0.0,0.0,124.452,,
19,7.0,815,1063,2021,Red Bull Racing,Belgium,1,0,7.0,1.0,1.0,119.334,116.886,122.112
20,19.0,840,1063,2021,Aston Martin,Belgium,1,0,15.0,1.0,0.0,121.597,118.231,
1,1.0,830,1064,2021,Red Bull Racing,Netherlands,0,1,1.0,1.0,1.0,70.036,69.071,68.885
2,2.0,1,1064,2021,Mercedes,Netherlands,0,1,2.0,1.0,1.0,70.114,69.726,68.923
3,3.0,822,1064,2021,Mercedes,Netherlands,0,1,3.0,1.0,1.0,70.219,69.769,69.222
4,4.0,842,1064,2021,AlphaTauri,Netherlands,0,1,4.0,1.0,1.0,70.274,69.541,69.478
5,5.0,844,1064,2021,Ferrari,Netherlands,0,1,5.0,1.0,1.0,69.82900000000001,69.437,69.527
6,9.0,4,1064,2021,Alpine,Netherlands,0,1,9.0,1.0,1.0,70.435,70.02,69.956
7,6.0,832,1064,2021,Ferrari,Netherlands,0,1,6.0,1.0,1.0,70.022,69.87,69.537
8,20.0,815,1064,2021,Red Bull Racing,Netherlands,0,1,16.0,0.0,0.0,70.53,,
9,8.0,839,1064,2021,Alpine,Netherlands,0,1,8.0,1.0,1.0,70.179,69.919,69.93299999999999
10,13.0,846,1064,2021,McLaren,Netherlands,0,1,13.0,1.0,0.0,70.489,70.406,
11,10.0,817,1064,2021,McLaren,Netherlands,0,1,10.0,1.0,1.0,70.255,69.865,70.166
12,12.0,840,1064,2021,Aston Martin,Netherlands,0,1,12.0,1.0,0.0,70.438,70.367,
13,15.0,20,1064,2021,Aston Martin,Netherlands,0,1,17.0,0.0,0.0,70.731,,
14,7.0,841,1064,2021,Alfa Romeo,Netherlands,0,1,7.0,1.0,1.0,70.05,70.033,69.59
15,16.0,9,1064,2021,Alfa Romeo,Netherlands,0,1,18.0,0.0,0.0,71.301,,
16,19.0,849,1064,2021,Williams,Netherlands,0,1,14.0,1.0,0.0,70.093,71.161,
17,11.0,847,1064,2021,Williams,Netherlands,0,1,11.0,1.0,0.0,70.382,70.332,
18,17.0,854,1064,2021,Haas,Netherlands,0,1,19.0,0.0,0.0,71.387,,
21,14.0,852,1064,2021,AlphaTauri,Netherlands,0,1,15.0,1.0,0.0,70.462,71.314,
21,18.0,853,1064,2021,Haas,Netherlands,0,1,20.0,0.0,0.0,71.875,,
1,2.0,817,1065,2021,McLaren,Italy,0,1,5.0,1.0,1.0,81.292,80.435,79.995
2,3.0,846,1065,2021,McLaren,Italy,0,1,4.0,1.0,1.0,80.916,80.059,79.989
3,19.0,822,1065,2021,Mercedes,Italy,0,1,1.0,1.0,1.0,80.685,80.032,79.555
4,5.0,844,1065,2021,Ferrari,Italy,0,1,8.0,1.0,1.0,81.219,80.767,80.51
5,8.0,815,1065,2021,Red Bull Racing,Italy,0,1,9.0,1.0,1.0,81.30799999999999,80.882,80.611
6,6.0,832,1065,2021,Ferrari,Italy,0,1,7.0,1.0,1.0,81.118,80.75,80.462
7,9.0,840,1065,2021,Aston Martin,Italy,0,1,12.0,1.0,0.0,81.41499999999999,81.02,
8,10.0,4,1065,2021,Alpine,Italy,0,1,13.0,1.0,0.0,81.487,81.069,
9,14.0,847,1065,2021,Williams,Italy,0,1,15.0,1.0,0.0,81.89,81.392,
10,12.0,839,1065,2021,Alpine,Italy,0,1,14.0,1.0,0.0,81.5,81.10300000000001,
11,13.0,849,1065,2021,Williams,Italy,0,1,16.0,0.0,0.0,81.925,,
12,11.0,20,1065,2021,Aston Martin,Italy,0,1,11.0,1.0,0.0,81.394,80.913,
13,7.0,841,1065,2021,Alfa Romeo,Italy,0,1,10.0,1.0,1.0,81.197,80.726,80.80799999999999
14,17.0,9,1065,2021,Alfa Romeo,Italy,0,1,19.0,0.0,0.0,82.53,,
15,18.0,854,1065,2021,Haas,Italy,0,1,18.0,0.0,0.0,82.248,,
21,16.0,853,1065,2021,Haas,Italy,0,1,20.0,0.0,0.0,82.71600000000001,,
21,4.0,1,1065,2021,Mercedes,Italy,0,1,2.0,1.0,1.0,80.543,79.936,79.651
21,1.0,830,1065,2021,Red Bull Racing,Italy,0,1,3.0,1.0,1.0,81.035,80.229,79.96600000000001
21,20.0,842,1065,2021,AlphaTauri,Italy,0,1,6.0,1.0,1.0,81.44,80.556,80.26
21,15.0,852,1065,2021,AlphaTauri,Italy,0,1,17.0,0.0,0.0,81.973,,
1,4.0,1,1066,2021,Mercedes,Russia,1,1,4.0,1.0,1.0,105.992,105.129,104.05
2,20.0,830,1066,2021,Red Bull Racing,Russia,1,1,20.0,0.0,0.0,,,
3,2.0,832,1066,2021,Ferrari,Russia,1,1,2.0,1.0,1.0,107.924,106.521,102.51
4,5.0,817,1066,2021,McLaren,Russia,1,1,5.0,1.0,1.0,108.345,106.361,104.156
5,16.0,822,1066,2021,Mercedes,Russia,1,1,7.0,1.0,1.0,106.396,105.306,104.71
6,6.0,4,1066,2021,Alpine,Russia,1,1,6.0,1.0,1.0,107.877,105.514,104.204
7,1.0,846,1066,2021,McLaren,Russia,1,1,1.0,1.0,1.0,107.238,105.827,101.993
8,13.0,8,1066,2021,Alfa Romeo,Russia,1,1,16.0,0.0,0.0,109.586,,
9,8.0,815,1066,2021,Red Bull Racing,Russia,1,1,9.0,1.0,1.0,106.455,105.834,105.337
10,3.0,847,1066,2021,Williams,Russia,1,1,3.0,1.0,1.0,108.303,106.435,102.983
11,7.0,840,1066,2021,Aston Martin,Russia,1,1,8.0,1.0,1.0,108.322,106.36,104.956
12,10.0,20,1066,2021,Aston Martin,Russia,1,1,11.0,1.0,0.0,107.205,106.573,
13,11.0,842,1066,2021,AlphaTauri,Russia,1,1,12.0,1.0,0.0,107.828,106.641,
14,9.0,839,1066,2021,Alpine,Russia,1,1,10.0,1.0,1.0,108.099,106.07,105.865
15,19.0,844,1066,2021,Ferrari,Russia,1,1,15.0,0.0,0.0,108.47,,
16,17.0,841,1066,2021,Alfa Romeo,Russia,1,1,18.0,0.0,0.0,111.023,,
17,12.0,852,1066,2021,AlphaTauri,Russia,1,1,13.0,1.0,0.0,108.854,106.751,
18,15.0,853,1066,2021,Haas,Russia,1,1,19.0,0.0,0.0,113.764,,
19,18.0,849,1066,2021,Williams,Russia,1,1,14.0,0.0,0.0,108.252,,
21,14.0,854,1066,2021,Haas,Russia,1,1,17.0,0.0,0.0,109.83,,
1,1.0,822,1067,2021,Mercedes,Turkey,0,1,2.0,1.0,1.0,85.047,83.57900000000001,82.998
2,2.0,830,1067,2021,Red Bull Racing,Turkey,0,1,3.0,1.0,1.0,84.592,83.732,83.196
3,6.0,815,1067,2021,Red Bull Racing,Turkey,0,1,7.0,1.0,1.0,84.963,83.961,83.706
4,3.0,844,1067,2021,Ferrari,Turkey,0,1,4.0,1.0,1.0,84.869,84.015,83.265
5,11.0,1,1067,2021,Mercedes,Turkey,0,1,1.0,1.0,1.0,84.58500000000001,83.082,82.868
6,4.0,842,1067,2021,AlphaTauri,Turkey,0,1,5.0,1.0,1.0,84.70400000000001,83.81700000000001,83.326
7,7.0,846,1067,2021,McLaren,Turkey,0,1,8.0,1.0,1.0,85.138,84.642,83.95400000000001
8,19.0,832,1067,2021,Ferrari,Turkey,0,1,15.0,0.0,0.0,85.17699999999999,,
9,8.0,840,1067,2021,Aston Martin,Turkey,0,1,9.0,1.0,1.0,85.511,84.601,84.305
10,12.0,839,1067,2021,Alpine,Turkey,0,1,12.0,1.0,0.0,85.422,84.842,
11,16.0,841,1067,2021,Alfa Romeo,Turkey,0,1,18.0,0.0,0.0,86.43,,
12,17.0,8,1067,2021,Alfa Romeo,Turkey,0,1,19.0,0.0,0.0,87.525,,
13,20.0,817,1067,2021,McLaren,Turkey,0,1,16.0,0.0,0.0,85.881,,
14,9.0,852,1067,2021,AlphaTauri,Turkey,0,1,10.0,1.0,1.0,85.40899999999999,84.054,84.368
15,13.0,847,1067,2021,Williams,Turkey,0,1,13.0,1.0,0.0,85.417,85.007,
16,5.0,4,1067,2021,Alpine,Turkey,0,1,6.0,1.0,1.0,85.174,83.914,83.477
17,15.0,849,1067,2021,Williams,Turkey,0,1,17.0,0.0,0.0,86.086,,
18,10.0,20,1067,2021,Aston Martin,Turkey,0,1,11.0,1.0,0.0,85.787,84.795,
19,14.0,854,1067,2021,Haas,Turkey,0,1,14.0,1.0,0.0,85.555,85.2,
20,18.0,853,1067,2021,Haas,Turkey,0,1,20.0,0.0,0.0,88.449,,
1,1.0,830,1069,2021,Red Bull Racing,United States,0,1,1.0,1.0,1.0,94.352,93.464,92.91
2,2.0,1,1069,2021,Mercedes,United States,0,1,2.0,1.0,1.0,94.579,93.797,93.119
3,3.0,815,1069,2021,Red Bull Racing,United States,0,1,3.0,1.0,1.0,94.369,94.178,93.134
4,4.0,844,1069,2021,Ferrari,United States,0,1,5.0,1.0,1.0,94.153,93.928,93.606
5,6.0,817,1069,2021,McLaren,United States,0,1,7.0,1.0,1.0,94.407,94.643,93.808
6,9.0,822,1069,2021,Mercedes,United States,0,1,4.0,1.0,1.0,94.59,93.959,93.475
7,5.0,832,1069,2021,Ferrari,United States,0,1,6.0,1.0,1.0,94.558,94.126,93.792
8,7.0,846,1069,2021,McLaren,United States,0,1,8.0,1.0,1.0,94.551,93.88,93.887
9,10.0,852,1069,2021,AlphaTauri,United States,0,1,10.0,1.0,1.0,95.36,95.137,94.918
10,18.0,20,1069,2021,Aston Martin,United States,0,1,12.0,1.0,0.0,95.281,95.5,
11,12.0,841,1069,2021,Alfa Romeo,United States,0,1,13.0,1.0,0.0,95.92,95.794,
12,13.0,840,1069,2021,Aston Martin,United States,0,1,16.0,0.0,0.0,95.983,,
13,15.0,8,1069,2021,Alfa Romeo,United States,0,1,18.0,0.0,0.0,96.311,,
14,20.0,847,1069,2021,Williams,United States,0,1,15.0,0.0,0.0,95.746,,
15,14.0,849,1069,2021,Williams,United States,0,1,17.0,0.0,0.0,95.995,,
16,16.0,854,1069,2021,Haas,United States,0,1,19.0,0.0,0.0,96.499,,
17,17.0,853,1069,2021,Haas,United States,0,1,20.0,0.0,0.0,96.796,,
21,19.0,4,1069,2021,Alpine,United States,0,1,14.0,1.0,0.0,95.756,104.549,
21,11.0,839,1069,2021,Alpine,United States,0,1,11.0,1.0,0.0,95.747,95.377,
21,8.0,842,1069,2021,AlphaTauri,United States,0,1,9.0,1.0,1.0,94.567,94.583,94.118
1,3.0,830,1070,2021,Red Bull Racing,Mexico,0,1,3.0,1.0,1.0,76.788,76.483,76.225
2,2.0,1,1070,2021,Mercedes,Mexico,0,1,2.0,1.0,1.0,77.207,76.474,76.02
3,4.0,815,1070,2021,Red Bull Racing,Mexico,0,1,4.0,1.0,1.0,77.003,77.055,76.342
4,5.0,842,1070,2021,AlphaTauri,Mexico,0,1,5.0,1.0,1.0,76.908,76.955,76.456
5,8.0,844,1070,2021,Ferrari,Mexico,0,1,8.0,1.0,1.0,76.748,77.03399999999999,76.837
6,6.0,832,1070,2021,Ferrari,Mexico,0,1,6.0,1.0,1.0,77.517,77.248,76.761
7,9.0,20,1070,2021,Aston Martin,Mexico,0,1,11.0,1.0,0.0,77.502,77.746,
8,10.0,8,1070,2021,Alfa Romeo,Mexico,0,1,12.0,1.0,0.0,77.606,77.958,
9,12.0,4,1070,2021,Alpine,Mexico,0,1,16.0,0.0,0.0,78.452,,
10,18.0,846,1070,2021,McLaren,Mexico,0,1,10.0,1.0,1.0,77.569,77.473,96.83
11,11.0,841,1070,2021,Alfa Romeo,Mexico,0,1,14.0,1.0,0.0,77.89699999999999,78.28999999999999,
12,7.0,817,1070,2021,McLaren,Mexico,0,1,7.0,1.0,1.0,77.719,77.092,76.763
13,19.0,839,1070,2021,Alpine,Mexico,0,1,15.0,1.0,0.0,78.126,78.405,
14,20.0,840,1070,2021,Aston Martin,Mexico,0,1,20.0,0.0,0.0,80.873,,
15,1.0,822,1070,2021,Mercedes,Mexico,0,1,1.0,1.0,1.0,76.727,76.864,75.875
16,16.0,847,1070,2021,Williams,Mexico,0,1,13.0,1.0,0.0,77.958,78.172,
17,13.0,849,1070,2021,Williams,Mexico,0,1,17.0,0.0,0.0,78.756,,
18,15.0,853,1070,2021,Haas,Mexico,0,1,19.0,0.0,0.0,79.303,,
21,14.0,854,1070,2021,Haas,Mexico,0,1,18.0,0.0,0.0,78.858,,
21,17.0,852,1070,2021,AlphaTauri,Mexico,0,1,9.0,1.0,1.0,77.33,76.701,77.158
1,10.0,1,1071,2021,Mercedes,Brazil,0,1,1.0,1.0,1.0,68.733,68.068,67.934
2,2.0,830,1071,2021,Red Bull Racing,Brazil,0,1,2.0,1.0,1.0,69.32900000000001,68.499,68.372
3,1.0,822,1071,2021,Mercedes,Brazil,0,1,3.0,1.0,1.0,69.03999999999999,68.426,68.469
4,4.0,815,1071,2021,Red Bull Racing,Brazil,0,1,4.0,1.0,1.0,69.172,68.973,68.483
5,6.0,844,1071,2021,Ferrari,Brazil,0,1,7.0,1.0,1.0,69.155,68.859,68.96000000000001
6,3.0,832,1071,2021,Ferrari,Brazil,0,1,6.0,1.0,1.0,69.04599999999999,69.031,68.826
7,7.0,842,1071,2021,AlphaTauri,Brazil,0,1,5.0,1.0,1.0,69.347,68.903,68.777
8,8.0,839,1071,2021,Alpine,Brazil,0,1,11.0,1.0,0.0,69.43,69.189,
9,12.0,4,1071,2021,Alpine,Brazil,0,1,10.0,1.0,1.0,69.391,69.137,69.113
10,5.0,846,1071,2021,McLaren,Brazil,0,1,8.0,1.0,1.0,69.365,69.03,68.98
11,9.0,20,1071,2021,Aston Martin,Brazil,0,1,12.0,1.0,0.0,69.451,69.399,
12,20.0,8,1071,2021,Alfa Romeo,Brazil,0,1,14.0,1.0,0.0,69.598,69.503,
13,17.0,847,1071,2021,Williams,Brazil,0,1,18.0,0.0,0.0,69.953,,
14,13.0,841,1071,2021,Alfa Romeo,Brazil,0,1,15.0,1.0,0.0,69.342,70.227,
15,15.0,852,1071,2021,AlphaTauri,Brazil,0,1,13.0,1.0,0.0,69.35,69.483,
16,16.0,849,1071,2021,Williams,Brazil,0,1,17.0,0.0,0.0,69.897,,
17,19.0,853,1071,2021,Haas,Brazil,0,1,20.0,0.0,0.0,70.589,,
18,18.0,854,1071,2021,Haas,Brazil,0,1,19.0,0.0,0.0,70.32900000000001,,
21,11.0,817,1071,2021,McLaren,Brazil,0,1,9.0,1.0,1.0,69.374,69.093,69.039
21,14.0,840,1071,2021,Aston Martin,Brazil,0,1,16.0,0.0,0.0,69.663,,
1,1.0,1,1051,2021,Mercedes,Qatar,0,1,1.0,1.0,1.0,81.901,81.682,80.827
2,7.0,830,1051,2021,Red Bull Racing,Qatar,0,1,2.0,1.0,1.0,81.996,81.98400000000001,81.282
3,3.0,4,1051,2021,Alpine,Qatar,0,1,5.0,1.0,1.0,82.422,81.894,81.67
4,11.0,815,1051,2021,Red Bull Racing,Qatar,0,1,11.0,1.0,0.0,82.398,82.346,
5,9.0,839,1051,2021,Alpine,Qatar,0,1,9.0,1.0,1.0,82.565,82.012,82.02799999999999
6,12.0,840,1051,2021,Aston Martin,Qatar,0,1,12.0,1.0,0.0,82.551,82.46000000000001,
7,5.0,832,1051,2021,Ferrari,Qatar,0,1,7.0,1.0,1.0,82.304,82.241,81.84
8,13.0,844,1051,2021,Ferrari,Qatar,0,1,13.0,1.0,0.0,82.742,82.463,
9,4.0,846,1051,2021,McLaren,Qatar,0,1,6.0,1.0,1.0,82.839,82.21600000000001,81.731
10,10.0,20,1051,2021,Aston Martin,Qatar,0,1,10.0,1.0,1.0,82.549,82.146,82.785
11,2.0,842,1051,2021,AlphaTauri,Qatar,0,1,4.0,1.0,1.0,82.535,81.72800000000001,81.64
12,14.0,817,1051,2021,McLaren,Qatar,0,1,14.0,1.0,0.0,82.688,82.59700000000001,
13,8.0,852,1051,2021,AlphaTauri,Qatar,0,1,8.0,1.0,1.0,82.458,82.05799999999999,81.881
14,16.0,8,1051,2021,Alfa Romeo,Qatar,0,1,16.0,0.0,0.0,83.156,,
15,18.0,841,1051,2021,Alfa Romeo,Qatar,0,1,18.0,0.0,0.0,83.262,,
16,19.0,854,1051,2021,Haas,Qatar,0,1,19.0,0.0,0.0,83.407,,
17,15.0,847,1051,2021,Williams,Qatar,0,1,15.0,1.0,0.0,82.863,82.756,
18,20.0,853,1051,2021,Haas,Qatar,0,1,20.0,0.0,0.0,85.85900000000001,,
21,17.0,849,1051,2021,Williams,Qatar,0,1,17.0,0.0,0.0,83.213,,
21,6.0,822,1051,2021,Mercedes,Qatar,0,1,3.0,1.0,1.0,82.01599999999999,81.991,81.47800000000001
1,1.0,1,1072,2021,Mercedes,Saudi Arabia,0,1,1.0,1.0,1.0,88.46600000000001,87.712,87.511
2,3.0,830,1072,2021,Red Bull Racing,Saudi Arabia,0,1,3.0,1.0,1.0,88.285,87.953,87.65299999999999
3,2.0,822,1072,2021,Mercedes,Saudi Arabia,0,1,2.0,1.0,1.0,88.057,88.054,87.622
